locus_tag,gene,product,strand,prom_start,prom_end,prom_length,gc_content
Rv3484,,hypothetical protein,+,3902812,3903077,265,0.6415094339622641
Rv3485c,,short-chain type dehydrogenase/reductase,-,3905566,3905771,205,0.6048780487804878
Rv3486,,hypothetical protein,+,3905566,3905771,205,0.6048780487804878
Rv3487c,lipF,carboxylesterase LipF,-,3907007,3907307,300,0.6
Rv3488,,hypothetical protein,+,3907366,3907666,300,0.5566666666666666
Rv3489,,hypothetical protein,+,3907990,3908071,81,0.6172839506172839
Rv3490,otsA,trehalose-phosphate synthase,+,3907990,3908235,245,0.6081632653061224
Rv3491,,hypothetical protein,+,3909738,3909889,151,0.6423841059602649
Rv3501c,yrbE4A,integral membrane protein,-,3920861,3921086,225,0.5955555555555555
Rv3503c,fdxD,ferredoxin FdxD,-,3922256,3922470,214,0.5887850467289719
Rv3504,fadE26,acyl-CoA dehydrogenase FadE26,+,3922256,3922470,214,0.5887850467289719
Rv3506,fadD17,long-chain-fatty-acid--CoA ligase FadD17,+,3924819,3924889,70,0.7285714285714285
Rv3507,PE_PGRS53,PE-PGRS family protein PE_PGRS53,+,3926398,3926568,170,0.6470588235294118
Rv3508,PE_PGRS54,PE-PGRS family protein PE_PGRS54,+,3930714,3931004,290,0.6137931034482759
Rv3510c,,hypothetical protein,-,3939257,3939557,300,0.64
Rv3511,PE_PGRS55,PE-PGRS family protein PE_PGRS55,+,3939316,3939616,300,0.6133333333333333
Rv3512,PE_PGRS56,PE-PGRS family protein PE_PGRS56,+,3943511,3943811,300,0.79
Rv3515c,fadD19,acyl-CoA synthetase,-,3952470,3952543,73,0.547945205479452
Rv3516,echA19,enoyl-CoA hydratase EchA19,+,3952470,3952543,73,0.547945205479452
Rv3517,,hypothetical protein,+,3953335,3953430,95,0.6421052631578947
Rv3520c,,coenzyme F420-dependent oxidoreductase,-,3957368,3957520,152,0.6118421052631579
Rv3521,,hypothetical protein,+,3957368,3957520,152,0.6118421052631579
Rv3525c,,siderophore-binding protein,-,3962324,3962438,114,0.5350877192982456
Rv3526,kshA,3-ketosteroid-9-alpha-monooxygenase oxygenase subunit,+,3962324,3962438,114,0.5350877192982456
Rv3528c,,hypothetical protein,-,3965192,3965492,300,0.6066666666666667
Rv3531c,,hypothetical protein,-,3968944,3969244,300,0.5433333333333333
Rv3532,PPE61,PPE family protein PPE61,+,3969042,3969342,300,0.5866666666666667
Rv3533c,PPE62,PPE family protein PPE62,-,3972453,3972551,98,0.6020408163265306
Rv3536c,hsaE,hydratase,-,3975296,3975368,72,0.6111111111111112
Rv3537,kstD,3-oxosteroid 1-dehydrogenase,+,3975296,3975368,72,0.6111111111111112
Rv3539,PPE63,PPE family protein PPE63,+,3977922,3978058,136,0.6470588235294118
Rv3545c,cyp125,steroid C26-monooxygenase,-,3985445,3985556,111,0.4864864864864865
Rv3546,fadA5,acetyl-CoA acetyltransferase FadA,+,3985445,3985556,111,0.4864864864864865
Rv3547,ddn,deazaflavin-dependent nitroreductase,+,3986732,3986843,111,0.6396396396396397
Rv3549c,,short-chain type dehydrogenase/reductase,-,3989098,3989152,54,0.5555555555555556
Rv3550,echA20,enoyl-CoA hydratase EchA20,+,3989098,3989152,54,0.5555555555555556
Rv3553,,oxidoreductase,+,3991523,3991620,97,0.6804123711340206
Rv3555c,,hypothetical protein,-,3995699,3995803,104,0.6730769230769231
Rv3556c,fadA6,acetyl-CoA acetyltransferase FadA,-,3996964,3997028,64,0.640625
Rv3557c,,HTH-type transcriptional regulator KstR2,-,3997631,3997931,300,0.6266666666666667
Rv3558,PPE64,PPE family protein PPE64,+,3997679,3997979,300,0.6366666666666667
Rv3566c,nat,arylamine N-acetyltransferase,-,4008182,4008482,300,0.6333333333333333
Rv3566A,,hypothetical protein,-,4008433,4008718,285,0.6035087719298246
Rv3570c,hsaA,flavin-dependent monooxygenase oxygenase subunit HsaA,-,4012270,4012416,146,0.4726027397260274
Rv3571,kshB,3-ketosteroid-9-alpha-hydroxylase reductase subunit,+,4012270,4012416,146,0.4726027397260274
Rv3573c,fadE34,acyl-CoA dehydrogenase FadE34,-,4016212,4016483,271,0.5498154981549815
Rv3574,kstR,HTH-type transcriptional regulator KstR,+,4016212,4016483,271,0.5498154981549815
Rv3575c,,LacI family transcriptional regulator,-,4018168,4018357,189,0.6137566137566137
Rv3576,lppH,lipoprotein LppH,+,4018168,4018357,189,0.6137566137566137
Rv3577,,hypothetical protein,+,4019071,4019261,190,0.5894736842105263
Rv3580c,cysS1,cysteine--tRNA ligase,-,4023803,4023867,64,0.6875
Rv3583c,,RNA polymerase-binding transcription factor CarD,-,4025544,4025829,285,0.6596491228070176
Rv3584,lpqE,lipoprotein LpqE,+,4025544,4025829,285,0.6596491228070176
Rv3585,radA,DNA repair protein RadA,+,4026378,4026443,65,0.7076923076923077
Rv3587c,,membrane protein,-,4029762,4029870,108,0.6574074074074074
Rv3590c,PE_PGRS58,PE-PGRS family protein PE_PGRS58,-,4033158,4033268,110,0.6909090909090909
Rv3593,lpqF,lipoprotein LpqF,+,4034051,4034351,300,0.6533333333333333
Rv3594,,hypothetical protein,+,4035710,4035856,146,0.6712328767123288
Rv3595c,PE_PGRS59,PE-PGRS family protein PE_PGRS59,-,4038050,4038157,107,0.5981308411214953
Rv3596c,clpC1,ATP-dependent protease ATP-binding subunit ClpC,-,4040704,4040980,276,0.6485507246376812
Rv3597c,lsr2,iron-regulated H-NS-like protein,-,4041319,4041422,103,0.5145631067961165
Rv3598c,lysS,lysine--tRNA ligase,-,4042940,4043040,100,0.69
Rv3603c,,hypothetical protein,-,4046118,4046302,184,0.6195652173913043
Rv3604c,,transmembrane protein,-,4047496,4047704,208,0.7163461538461539
Rv3610c,ftsH,zinc metalloprotease FtsH,-,4052883,4053183,300,0.7
Rv3613c,,hypothetical protein,-,4054042,4054141,99,0.6161616161616161
Rv3614c,espD,ESX-1 secretion-associated protein EspD,-,4054696,4054811,115,0.6521739130434783
Rv3615c,espC,ESX-1 secretion-associated protein EspC,-,4055123,4055196,73,0.5616438356164384
Rv3616c,espA,ESX-1 secretion-associated protein EspA,-,4056375,4056675,300,0.56
Rv3617,ephA,epoxide hydrolase EphA,+,4057432,4057732,300,0.6166666666666667
Rv3620c,esxW,ESAT-6 like protein EsxW,-,4060591,4060647,56,0.44642857142857145
Rv3622c,PE32,PE family protein PE32,-,4062198,4062498,300,0.47333333333333333
Rv3623,lpqG,lipoprotein LpqG,+,4062226,4062526,300,0.5
Rv3627c,,hypothetical protein,-,4067285,4067422,137,0.656934306569343
Rv3628,ppa,inorganic pyrophosphatase,+,4067285,4067422,137,0.656934306569343
Rv3629c,,integral membrane protein,-,4069054,4069174,120,0.6
Rv3630,,integral membrane protein,+,4069054,4069174,120,0.6
Rv3633,,hypothetical protein,+,4071580,4071790,210,0.6142857142857143
Rv3638,,transposase,+,4076683,4076983,300,0.6433333333333333
Rv3639c,,hypothetical protein,-,4078450,4078519,69,0.7101449275362319
Rv3640c,,transposase,-,4079749,4079924,175,0.6457142857142857
Rv3642c,,hypothetical protein,-,4080765,4081065,300,0.62
Rv3643,,hypothetical protein,+,4080859,4081159,300,0.6633333333333333
Rv3644c,,DNA polymerase,-,4082721,4082806,85,0.5411764705882353
Rv3645,,transmembrane protein,+,4082721,4082806,85,0.5411764705882353
Rv3646c,topA,DNA topoisomerase I,-,4087257,4087557,300,0.66
Rv3647c,,hypothetical protein,-,4088188,4088327,139,0.6474820143884892
Rv3648c,cspA,cold shock protein A,-,4088531,4088780,249,0.6104417670682731
Rv3649,,helicase,+,4088531,4088780,249,0.6104417670682731
Rv3650,PE33,PE family protein PE33,+,4091096,4091232,136,0.6397058823529411
Rv3651,,hypothetical protein,+,4091540,4091840,300,0.6566666666666666
Rv3652,PE_PGRS60,PE-PGRS family-related protein PE_PGRS60,+,4093331,4093631,300,0.6766666666666666
Rv3659c,,conjugal transfer protein,-,4097994,4098095,101,0.7623762376237624
Rv3660c,,hypothetical protein,-,4099148,4099448,300,0.68
Rv3661,,hypothetical protein,+,4099346,4099646,300,0.6
Rv3664c,dppC,dipeptide ABC transporter permease DppC,-,4104475,4104530,55,0.6727272727272727
Rv3666c,dppA,dipeptide ABC transporter substrate-binding lipoprotein DppA,-,4107084,4107384,300,0.68
Rv3667,acs,acetyl-CoAsynthetase,+,4107491,4107791,300,0.62
Rv3668c,,protease,-,4110481,4110781,300,0.64
Rv3669,,transmembrane protein,+,4110526,4110826,300,0.66
Rv3672c,,hypothetical protein,-,4114342,4114473,131,0.6870229007633588
Rv3674c,nth,endonuclease III,-,4115894,4116001,107,0.5794392523364486
Rv3675,,membrane protein,+,4115894,4116001,107,0.5794392523364486
Rv3676,crp,cAMP receptor protein,+,4116379,4116477,98,0.5510204081632653
Rv3678A,,hypothetical protein,-,4118691,4118775,84,0.6785714285714286
Rv3679,,anion transporter ATPase,+,4118691,4118775,84,0.6785714285714286
Rv3681c,whiB4,transcriptional regulator WhiB4,-,4121554,4121854,300,0.6233333333333333
Rv3682,ponA2,bifunctional penicillin-insensitive transglycosylase/penicillin-sensitive transpeptidase,+,4121615,4121915,300,0.5966666666666667
Rv3683,,hypothetical protein,+,4124348,4124416,68,0.7058823529411765
Rv3684,,lyase,+,4125376,4125438,62,0.7258064516129032
Rv3686c,,hypothetical protein,-,4129083,4129322,239,0.606694560669456
Rv3687c,rsfB,anti-anti-sigma factor RsfB,-,4129691,4129892,201,0.6467661691542289
Rv3691,,hypothetical protein,+,4132392,4132517,125,0.728
Rv3693,,membrane protein,+,4134592,4134725,133,0.7218045112781954
Rv3694c,,transmembrane protein,-,4137114,4137205,91,0.6373626373626373
Rv3695,,membrane protein,+,4137114,4137205,91,0.6373626373626373
Rv3697c,vapC48,ribonuclease VapC48,-,4140242,4140492,250,0.588
Rv3704c,gshA,glutamate--cysteine ligase,-,4148186,4148317,131,0.648854961832061
Rv3705c,,hypothetical protein,-,4148962,4149090,128,0.5859375
Rv3705A,,hypothetical protein,-,4149480,4149590,110,0.6
Rv3706c,,hypothetical protein,-,4149911,4150029,118,0.6186440677966102
Rv3707c,,hypothetical protein,-,4151040,4151179,139,0.697841726618705
Rv3709c,ask,aspartokinase,-,4153483,4153739,256,0.63671875
Rv3710,leuA,2-isopropylmalate synthase,+,4153483,4153739,256,0.63671875
Rv3711c,dnaQ,DNA polymerase III subunit epsilon,-,4156729,4156980,251,0.701195219123506
Rv3712,,ligase,+,4156729,4156980,251,0.701195219123506
Rv3714c,,hypothetical protein,-,4159821,4159888,67,0.582089552238806
Rv3716c,,hypothetical protein,-,4160913,4161047,134,0.6194029850746269
Rv3717,,hypothetical protein,+,4160913,4161047,134,0.6194029850746269
Rv3721c,dnaZX,DNA polymerase III subunit gamma/tau,-,4166731,4166820,89,0.6404494382022472
Rv3722c,,hypothetical protein,-,4168128,4168428,300,0.6533333333333333
Rv3723,,transmembrane protein,+,4168235,4168535,300,0.66
Rv3725,,oxidoreductase,+,4169913,4170213,300,0.6666666666666666
Rv3726,,dehydrogenase,+,4171143,4171420,277,0.6714801444043321
Rv3727,,oxidoreductase,+,4172654,4172954,300,0.5966666666666667
Rv3728,,membrane protein,+,4174763,4174872,109,0.5688073394495413
Rv3729,,transferase,+,4178070,4178284,214,0.6728971962616822
Rv3732,,hypothetical protein,+,4182834,4182933,99,0.6868686868686869
Rv3734c,tgs2,diacyglycerol O-acyltransferase,-,4185890,4186088,198,0.5909090909090909
Rv3735,,hypothetical protein,+,4185890,4186088,198,0.5909090909090909
Rv3736,,AraC/XylS family transcriptional regulator,+,4186577,4186633,56,0.7678571428571429
Rv3738c,PPE66,PPE family protein PPE66,-,4190232,4190283,51,0.5882352941176471
Rv3739c,PPE67,PPE family protein PPE67,-,4190517,4190817,300,0.5766666666666667
Rv3742c,,oxidoreductase,-,4193245,4193390,145,0.5586206896551724
Rv3743c,ctpJ,cation transporter ATPase J,-,4195373,4195439,66,0.3939393939393939
Rv3744,nmtR,HTH-type transcriptional regulator NmtR,+,4195373,4195439,66,0.3939393939393939
Rv3745c,,hypothetical protein,-,4196098,4196170,72,0.6527777777777778
Rv3746c,PE34,PE family protein PE34,-,4196506,4196723,217,0.5714285714285714
Rv3747,,hypothetical protein,+,4196506,4196723,217,0.5714285714285714
Rv3748,,hypothetical protein,+,4197107,4197235,128,0.65625
Rv3749c,,hypothetical protein,-,4198137,4198204,67,0.6716417910447762
Rv3750c,,excisionase,-,4198597,4198897,300,0.6566666666666666
Rv3753c,,hypothetical protein,-,4200221,4200420,199,0.6683417085427136
Rv3754,tyrA,prephenate dehydrogenase TyrA,+,4200221,4200420,199,0.6683417085427136
Rv3759c,proX,glycine betaine/carnitine/choline/L-proline ABC transporter substrate-binding lipoprotein ProX,-,4205373,4205537,164,0.5365853658536586
Rv3760,,membrane protein,+,4205373,4205537,164,0.5365853658536586
Rv3761c,fadE36,acyl-CoA dehydrogenase FadE36,-,4206917,4206995,78,0.6410256410256411
Rv3762c,,hydrolase,-,4208876,4209046,170,0.5941176470588235
Rv3763,lpqH,lipoprotein LpqH,+,4208876,4209046,170,0.5941176470588235
Rv3764c,tcrY,two component sensor kinase TcrY,-,4211009,4211079,70,0.6428571428571429
Rv3765c,tcrX,two component transcriptional regulator TcrX,-,4211784,4212084,300,0.6533333333333333
Rv3766,,hypothetical protein,+,4211992,4212292,300,0.5666666666666667
Rv3767c,,S-adenosylmethionine-dependent methyltransferase,-,4213940,4214069,129,0.5891472868217055
Rv3768,,hypothetical protein,+,4213940,4214069,129,0.5891472868217055
Rv3769,,hypothetical protein,+,4214429,4214614,185,0.654054054054054
Rv3770c,,hypothetical protein,-,4215775,4216075,300,0.69
Rv3771c,,hypothetical protein,-,4216730,4217030,300,0.5833333333333334
Rv3772,hisC2,histidinol-phosphate aminotransferase,+,4216833,4217133,300,0.5933333333333334
Rv3776,,hypothetical protein,+,4220932,4221088,156,0.6153846153846154
Rv3778c,,aminotransferase,-,4224895,4224984,89,0.6404494382022472
Rv3779,,transmembrane protein,+,4224895,4224984,89,0.6404494382022472
Rv3784,,"dTDP-glucose 4,6-dehydratase",+,4230100,4230255,155,0.6451612903225806
Rv3785,,hypothetical protein,+,4231236,4231319,83,0.6024096385542169
Rv3787c,,S-adenosyl-L-methionine-dependent methyltransferase,-,4234536,4234779,243,0.5967078189300411
Rv3788,,hypothetical protein,+,4234536,4234779,243,0.5967078189300411
Rv3789,,GtrA family protein,+,4235265,4235373,108,0.6666666666666666
Rv3794,embA,arabinosyltransferase A,+,4243147,4243232,85,0.6941176470588235
Rv3796,,hypothetical protein,+,4249810,4249877,67,0.5970149253731343
Rv3797,fadE35,acyl-CoA dehydrogenase FadE35,+,4251005,4251084,79,0.5443037974683544
Rv3798,,insertion sequence element IS1557 transposase,+,4252866,4252992,126,0.5317460317460317
Rv3801c,fadD32,long-chain-fatty-acid--AMP ligase FadD32,-,4263066,4263354,288,0.6354166666666666
Rv3802c,,membrane protein,-,4264365,4264562,197,0.6903553299492385
Rv3803c,fbpD,MPT51/MPB51 antigen,-,4265462,4265641,179,0.6480446927374302
Rv3804c,fbpA,diacylglycerol acyltransferase/mycolyltransferase Ag85A,-,4266658,4266952,294,0.6020408163265306
Rv3805c,aftB,terminal beta-(1->2)-arabinofuranosyltransferase,-,4268836,4268924,88,0.7272727272727273
Rv3809c,glf,UDP-galactopyranose mutase,-,4273475,4273738,263,0.596958174904943
Rv3810,pirG,cell surface protein,+,4273475,4273738,263,0.596958174904943
Rv3811,,hypothetical protein,+,4274593,4274797,204,0.6078431372549019
Rv3812,PE_PGRS62,PE-PGRS family protein PE_PGRS62,+,4276417,4276570,153,0.5816993464052288
Rv3816c,,acyltransferase,-,4281571,4281646,75,0.5733333333333334
Rv3817,,phosphotransferase,+,4281571,4281646,75,0.5733333333333334
Rv3820c,papA2,trehalose-2-sulfate acyltransferase,-,4285825,4285972,147,0.6326530612244898
Rv3821,,integral membrane protein,+,4285825,4285972,147,0.6326530612244898
Rv3823c,mmpL8,integral membrane transport protein MmpL8,-,4291529,4291638,109,0.6330275229357798
Rv3824c,papA1,acyltransferase,-,4293174,4293224,50,0.5
Rv3825c,pks2,phthioceranic/hydroxyphthioceranic acid synthase,-,4299605,4299811,206,0.6067961165048543
Rv3826,fadD23,long-chain-fatty-acid--CoA ligase FadD23,+,4299605,4299811,206,0.6067961165048543
Rv3830c,,TetR family transcriptional regulator,-,4305685,4305756,71,0.5070422535211268
Rv3831,,hypothetical protein,+,4305685,4305756,71,0.5070422535211268
Rv3832c,,hypothetical protein,-,4306811,4306866,55,0.5454545454545454
Rv3833,,AraC family transcriptional regulator,+,4306811,4306866,55,0.5454545454545454
Rv3834c,serS,serine--tRNA ligase,-,4308914,4309046,132,0.6287878787878788
Rv3835,,hypothetical protein,+,4308914,4309046,132,0.6287878787878788
Rv3838c,pheA,prephenate dehydratase,-,4312669,4312764,95,0.5368421052631579
Rv3839,,hypothetical protein,+,4312669,4312764,95,0.5368421052631579
Rv3841,bfrB,bacterioferritin BfrB,+,4313980,4314177,197,0.4720812182741117
Rv3843c,,transmembrane protein,-,4316596,4316896,300,0.61
Rv3844,,transposase,+,4318474,4318774,300,0.5933333333333334
Rv3846,sodA,superoxide dismutase,+,4320403,4320703,300,0.6333333333333333
Rv3847,,hypothetical protein,+,4321327,4321537,210,0.6142857142857143
Rv3848,,transmembrane protein,+,4322071,4322325,254,0.5866141732283464
Rv3849,espR,ESX-1 transcriptional regulator EspR,+,4323234,4323498,264,0.5492424242424242
Rv3850,,hypothetical protein,+,4323897,4324014,117,0.6837606837606838
Rv3852,hns,histone-like protein Hns,+,4324967,4325073,106,0.6226415094339622
Rv3854c,ethA,monooxygenase EthA,-,4327473,4327548,75,0.5333333333333333
Rv3855,ethR,HTH-type transcriptional repressor EthR,+,4327473,4327548,75,0.5333333333333333
Rv3857c,,membrane protein,-,4329614,4329914,300,0.59
Rv3859c,gltB,glutamate synthase large subunit,-,4336081,4336381,300,0.61
Rv3860,,hypothetical protein,+,4336476,4336776,300,0.6333333333333333
Rv3862c,whiB6,transcriptional regulator WhiB6,-,4338521,4338821,300,0.5666666666666667
Rv3863,,hypothetical protein,+,4338548,4338848,300,0.5733333333333334
Rv3864,espE,ESX-1 secretion-associated protein EspE,+,4340027,4340269,242,0.5867768595041323
Rv3865,espF,ESX-1 secretion-associated protein EspF,+,4341478,4341565,87,0.5517241379310345
Rv3871,eccCb1,ESX-1 secretion system protein EccCb,+,4348724,4348826,102,0.7450980392156863
Rv3872,PE35,PE family protein PE35,+,4350602,4350744,142,0.5140845070422535
Rv3874,esxB,ESAT-6-like protein EsxB,+,4352181,4352273,92,0.5543478260869565
Rv3876,espI,ESX-1 secretion-associated protein EspI,+,4352896,4353009,113,0.5663716814159292
Rv3878,espJ,ESX-1 secretion-associated protein EspJ,+,4356542,4356692,150,0.58
Rv3879c,espK,ESX-1 secretion-associated protein EspK,-,4359782,4360082,300,0.65
Rv3881c,espB,ESX-1 secretion-associated protein EspB,-,4361925,4362031,106,0.5188679245283019
Rv3883c,mycP1,membrane-anchored mycosin,-,4364757,4364978,221,0.5927601809954751
Rv3884c,eccA2,ESX-2 secretion system protein EccA,-,4366838,4366907,69,0.5942028985507246
Rv3888c,,membrane protein,-,4372706,4372799,93,0.4731182795698925
Rv3889c,espG2,ESX-2 secretion-associated protein EspG2,-,4373630,4373725,95,0.6526315789473685
Rv3891c,esxD,ESAT-6 like protein EsxD,-,4374372,4374483,111,0.5855855855855856
Rv3892c,PPE69,PPE family protein PPE69,-,4375683,4375761,78,0.717948717948718
Rv3893c,PE36,PE family protein PE36,-,4375995,4376261,266,0.6052631578947368
Rv3896c,,hypothetical protein,-,4382851,4383007,156,0.6730769230769231
Rv3898c,,hypothetical protein,-,4383985,4384146,161,0.6024844720496895
Rv3900c,,hypothetical protein,-,4386308,4386364,56,0.5357142857142857
Rv3901c,,membrane protein,-,4386814,4387114,300,0.63
Rv3905c,esxF,ESAT-6 like protein EsxF,-,4391031,4391096,65,0.7230769230769231
Rv3907c,pcnA,poly(A) polymerase PcnA,-,4393073,4393373,300,0.63
Rv3908,mutT4,mutator protein MutT,+,4393148,4393448,300,0.63
Rv3913,trxB2,thioredoxin reductase,+,4401634,4401727,93,0.6344086021505376
Rv3915,,peptidoglycan hydrolase,+,4403082,4403191,109,0.5963302752293578
Rv3916c,,hypothetical protein,-,4405167,4405456,289,0.6193771626297578
Rv3919c,gid,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,-,4408202,4408333,131,0.6564885496183206
Rv3920c,,hypothetical protein,-,4408897,4408968,71,0.676056338028169
Rv3923c,rnpA,ribonuclease P protein component,-,4410789,4411089,300,0.65
Rv3924c,rpmH,50S ribosomal protein L34,-,4410929,4411229,300,0.63
IGR_Rv0070c_Rv0071,glyA2/Rv0071,divergent intergenic region,+,78896,79485,589,0.6366723259762309
IGR_Rv0154c_Rv0155,fadE2/pntAa,divergent intergenic region,+,183198,183621,423,0.6004728132387707
IGR_Rv0519c_Rv0522,Rv0519c/gabP,divergent intergenic region,+,612074,613037,963,0.6313603322949117
IGR_Rv0794c_Rv0797,Rv0794c/Rv0797,divergent intergenic region,+,888636,890387,1751,0.6367789834380354
IGR_Rv0831c_Rv0832,Rv0831c/PE_PGRS12,divergent intergenic region,+,923709,924950,1241,0.6309427880741337
IGR_Rv0834c_Rv0835,PE_PGRS14/lpqQ,divergent intergenic region,+,930485,930952,467,0.6423982869379015
IGR_Rv0837c_Rv0838,Rv0837c/lpqR,divergent intergenic region,+,934031,934719,688,0.623546511627907
IGR_Rv0887c_Rv0888,Rv0887c/Rv0888,divergent intergenic region,+,985971,987232,1261,0.5892149088025377
IGR_Rv0916c_Rv0917,PE7/betP,divergent intergenic region,+,1021643,1022086,443,0.5507900677200903
IGR_Rv1051c_Rv1052,Rv1051c/Rv1052,divergent intergenic region,+,1174700,1175722,1022,0.6575342465753424
IGR_Rv1133c_Rv1134,metE/Rv1134,divergent intergenic region,+,1261346,1261921,575,0.6730434782608695
IGR_Rv1135c_Rv1138a,PPE16/Rv1138a,divergent intergenic region,+,1264128,1265033,905,0.6508287292817679
IGR_Rv1179c_Rv1180,Rv1179c/pks3,divergent intergenic region,+,1313299,1313724,425,0.5623529411764706
IGR_Rv1194c_Rv1195,Rv1194c/PE13,divergent intergenic region,+,1338513,1339002,489,0.5766871165644172
IGR_Rv1291c_Rv1292,Rv1291c/argS,divergent intergenic region,+,1445834,1446378,544,0.6213235294117647
IGR_Rv1347c_Rv1348,mbtK/irtA,divergent intergenic region,+,1512605,1513046,441,0.6530612244897959
IGR_Rv1439c_Rv1440,Rv1439c/secG,divergent intergenic region,+,1617386,1617836,450,0.6466666666666666
IGR_Rv1450c_Rv1451,PE_PGRS27/Rv1451,divergent intergenic region,+,1634627,1635028,401,0.600997506234414
IGR_Rv1588c_Rv1589,Rv1588c/bioB,divergent intergenic region,+,1789836,1790283,447,0.6331096196868009
IGR_Rv1666c_Rv1669,cyp139/Rv1669,divergent intergenic region,+,1893562,1895724,2162,0.6799259944495837
IGR_Rv1730c_Rv1731,Rv1730c/gabD2,divergent intergenic region,+,1957245,1957676,431,0.6102088167053364
IGR_Rv1754c_Rv1758,Rv1754c/cut1,divergent intergenic region,+,1986670,1989041,2371,0.6242091944327288
IGR_Rv1759c_Rv1760,wag22/Rv1760,divergent intergenic region,+,1992577,1993152,575,0.6347826086956522
IGR_Rv1765c_Rv1766,Rv1765c/Rv1766,divergent intergenic region,+,1998515,1999736,1221,0.6142506142506142
IGR_Rv1813c_Rv1814,Rv1813c/erg3,divergent intergenic region,+,2056112,2056520,408,0.5980392156862745
IGR_Rv1894c_Rv1895,Rv1894c/Rv1895,divergent intergenic region,+,2141869,2142520,651,0.6190476190476191
IGR_Rv1963c_Rv1964,mce3R/yrbE3A,divergent intergenic region,+,2206802,2207699,897,0.5919732441471572
IGR_Rv1976c_Rv1977,Rv1976c/Rv1977,divergent intergenic region,+,2219251,2219753,502,0.5956175298804781
IGR_Rv2077A_Rv2078,Rv2077A/Rv2078,divergent intergenic region,+,2334594,2335058,464,0.6228448275862069
IGR_Rv2097c_Rv2100,pafA/Rv2100,divergent intergenic region,+,2356677,2358388,1711,0.7375803623611923
IGR_Rv2104a_Rv2107,Rv2104a/PE22,divergent intergenic region,+,2365054,2367358,2304,0.6024305555555556
IGR_Rv2126c_Rv2127,PE_PGRS37/ansP1,divergent intergenic region,+,2387972,2388615,643,0.6469673405909798
IGR_Rv2190c_Rv2191,Rv2190c/Rv2191,divergent intergenic region,+,2453272,2453818,546,0.6135531135531136
IGR_Rv2277c_Rv2281,Rv2277c/pitB,divergent intergenic region,+,2550029,2553172,3143,0.638880050906777
IGR_Rv2304c_Rv2305,Rv2304c/Rv2305,divergent intergenic region,+,2575225,2575808,583,0.6758147512864494
IGR_Rv2333c_Rv2334,stp/cysK1,divergent intergenic region,+,2608321,2608795,474,0.6286919831223629
IGR_Rv2338c_Rv2339,moeW/mmpL9,divergent intergenic region,+,2614063,2614692,629,0.5977742448330684
IGR_Rv2340c_Rv2341,PE_PGRS39/lppQ,divergent intergenic region,+,2618908,2619596,688,0.625
IGR_Rv2386c_Rv2386a,mbtI/Rv2386a,divergent intergenic region,+,2680005,2680457,452,0.6039823008849557
IGR_Rv2390c_Rv2391,Rv2390c/sirA,divergent intergenic region,+,2684266,2684678,412,0.5970873786407767
IGR_Rv2427c_Rv2428,proA/ahpC,divergent intergenic region,+,2725477,2726192,715,0.6433566433566433
IGR_Rv2435c_Rv2436,Rv2435c/rbsK,divergent intergenic region,+,2732749,2733229,480,0.6083333333333333
IGR_Rv2518c_Rv2519,ldtB/PE26,divergent intergenic region,+,2835335,2835784,449,0.5924276169265034
IGR_Rv2525c_Rv2526,Rv2525c/vapB17,divergent intergenic region,+,2850574,2851090,516,0.6104651162790697
IGR_Rv2644c_Rv2645,Rv2644c/Rv2645,divergent intergenic region,+,2968850,2970122,1272,0.6187106918238994
IGR_Rv2940c_Rv2941,mas/fadD28,divergent intergenic region,+,3282715,3283334,619,0.6155088852988692
IGR_Rv3034c_Rv3035,Rv3034c/Rv3035,divergent intergenic region,+,3394921,3395378,457,0.6411378555798687
IGR_Rv3134c_Rv3135,Rv3134c/PPE50,divergent intergenic region,+,3500749,3501333,584,0.6318493150684932
IGR_Rv3191c_Rv3192,Rv3191c/Rv3192,divergent intergenic region,+,3558345,3559562,1217,0.6335250616269515
IGR_Rv3260c_Rv3261,whiB2/fbiA,divergent intergenic region,+,3640141,3640542,401,0.5386533665835411
IGR_Rv3324c_Rv3327,moaC3/Rv3327,divergent intergenic region,+,3710248,3711748,1500,0.6386666666666667
IGR_Rv3333c_Rv3334,Rv3333c/Rv3334,divergent intergenic region,+,3720782,3721256,474,0.6181434599156118
IGR_Rv3347c_Rv3348,PPE55/Rv3348,divergent intergenic region,+,3753184,3753764,580,0.5879310344827586
IGR_Rv3428c_Rv3429,Rv3428c/PPE59,divergent intergenic region,+,3845970,3847164,1194,0.5996649916247906
IGR_Rv3473c_Rv3477,bpoA/PE31,divergent intergenic region,+,3890733,3894092,3359,0.6192319142601965
IGR_Rv3487c_Rv3488,lipF/Rv3488,divergent intergenic region,+,3907007,3907666,659,0.5887708649468892
IGR_Rv3616c_Rv3617,espA/ephA,divergent intergenic region,+,4056375,4057732,1357,0.5681650700073692
IGR_Rv3660c_Rv3661,Rv3660c/Rv3661,divergent intergenic region,+,4099148,4099646,498,0.6244979919678715
IGR_Rv3666c_Rv3667,dppA/acs,divergent intergenic region,+,4107084,4107791,707,0.6463932107496464
IGR_Rv3722c_Rv3723,Rv3722c/Rv3723,divergent intergenic region,+,4168128,4168535,407,0.6633906633906634
